,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_adjective,next_word_index_noun,next_word_index_verb_count,next_word_index_adjective_count,next_word_index_noun_count,predicted_pronunciation
579,akar,id,verb,/akar/,ɶɶ,root,342:387:508:546:550:559:574:590:842,114:274:494:692:882:1432:1511,667:695:706:715:951:1060:1162:1182:1398:1421:1501:1515:1527:1533:1538:1554:1581:1589:1612:1625:1632:1648:1656,9,7,23,ai
580,alia,eo,adjective,/alia/,ɶyɶ,another,88:141:253:485:716:862:1051:1300:1358:1514:1518:1570:1587,0:73:131:869:973:978:1128:1254:1497,633:650:742:756:795:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1284:1349:1472:1517:1616:1660,13,9,24,katuai
581,보시,ko,verb,/po̞ɕʰi/,oy,See,347:547:568:904:926:1033:1229:1252:1532:1560,170:381:1513,705:881:903:925:1114:1314:1323:1365:1369:1424:1479:1509:1512:1544:1586:1655,10,3,16,aninasa
582,liar,id,adjective,/liar/,yɶ,wild,388:444:531:1235,162:436:575:1228:1452:1573,699:896:1176:1481:1542:1559:1578:1650,4,6,8,nfianja
583,saringan,id,verb,/sariŋan/,ɶyɶm,filter,1006:1226:1319:1345:1353:1440:1491:1505,731:1279:1351:1363,861:1077:1208:1236:1240:1370:1419:1431:1459,8,4,9,kanaliula
584,duri,id,verb,/duri/,uy,Duri.,184:346:440:476:491:922:1167:1394:1606,344:551:563:1324:1378:1405,610:641:902:1164:1320:1375:1520:1576:1592,9,6,9,alfavita
585,가시,ko,verb,/ka̠ɕʰi/,ɶy,Thorn,164:316:318:475:477:496:528:834:1113:1115:1173:1175:1529,190:392:426:498:515:558:594:1116:1253:1400,596:649:651:664:670:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1531:1567:1626:1628:1631,13,10,20,klʃlʁlʒi
586,dorno,eo,verb,/dorno/,oo,Thorn,323:432:754:1059:1502,161:273:333:446:516,657:1160:1169:1310:1335:1339:1346:1387:1450:1577:1629,5,5,11,pisakau
587,korvo,eo,verb,/korvo/,oo,Crow,323:432:754:1059:1502,161:273:333:446:516,657:1160:1169:1310:1335:1339:1346:1387:1450:1577:1629,5,5,11,atomata
588,keech,en,verb,/ˈkitʃ/,yb,keech,461:500:527:553:718:888:954:1188,372:924:1210,832:844:893:928:950:1172:1174:1232:1251:1326:1338:1347:1379:1407:1516:1536:1541,8,3,17,dudu
589,시합,ko,verb,/ɕʰiɦa̠p̚/,yɶb,match,40:61:83:845,257:300:394:478:755:1417:1583,757:806:929:1047:1147:1202:1243:1427:1486:1492,4,7,10,kaida
590,알다,ko,verb,/a̠ɭda̠/,ɶɶ,know,150:386:406:513:556:576:579:842,154:205:274:314:452:525:536:549:570:882:1432:1511,625:648:667:695:706:889:951:1060:1162:1182:1398:1421:1501:1515:1527:1533:1538:1554:1581:1589:1612:1625:1648,8,12,23,aun
591,pugo,eo,adjective,/pugo/,uo,butt,504:1449:1498:1553:1590,343:529:541:1478,603:659:1163:1352:1422:1425:1601:1610,5,4,8,aluniza
592,manusia,id,adjective,/manusia/,ɶuyɶ,human,24:75:134:229:335:363:369:413:467:567:822:920:1430:1433:1461,123:151:303:396:471:907:1657,689:708:739:853:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1366:1413:1437:1482:1510:1591,15,7,22,fuasida
593,pleat,en,adjective,/ˈpɫit/,yb,pleat,461:500:527:553:718:888:954:1188,372:924:1210,832:844:893:928:950:1172:1174:1232:1251:1326:1338:1347:1379:1407:1516:1536:1541,8,3,17,adianu
594,ハッピー,ja,adjective,/hapːiː/,ɶy,Happy,159:164:315:318:345:350:475:477:496:528:554:585:834:1113:1115:1173:1175:1332:1529:1595,108:262:348:392:426:438:498:558:1116:1253:1400,616:651:656:665:670:682:713:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1507:1531:1561:1567:1594:1596:1626:1631,20,11,25,daŋiɲtawaw
595,키위,ko,verb,/kçiɥi/,yy,Kiwi,352:578:840,107:156:167:384:552:573:1423,688:691:890:949:1276:1307:1409:1495:1521:1528:1539:1540:1548:1563:1571:1643:1645,3,7,17,matini
596,末期,ja,noun,/makːi/,ɶy,Last stage,159:164:315:318:345:350:475:477:496:528:554:585:834:1113:1115:1173:1175:1332:1529:1595,108:262:348:392:426:438:498:558:1116:1253:1400,616:651:656:665:670:682:713:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1507:1531:1561:1567:1594:1596:1626:1631,20,11,25,akapam
597,菱形,ja,noun,/çiɕigata/,yyɶɶ,Rhombus,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,71:78:80:81:234:415:445:447:802:1134:1212:1473:1545,608:661:672:673:677:792:800:803:828:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1465:1597:1604:1636:1641,27,13,32,basadan
598,脇腹,ja,noun,/ɰᵝakibaɾa/,ɶyɶɶ,flank,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,71:78:80:81:234:415:445:447:802:1134:1212:1473:1545,608:661:672:673:677:792:800:803:828:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1465:1597:1604:1636:1641,27,13,32,apu
599,曲がり,ja,noun,/magaɾi/,ɶɶy,Bend,44:46:84:86:91:93:210:226:238:252:269:298:380:503:569:761:880:937:1007:1026:1066:1216,68:128:148:157:339:416:788:1157,732:750:763:783:817:819:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1192:1207:1227:1238:1285:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,22,8,37,asasin
600,吐き出す,ja,noun,/hakidasɯ/,ɶyɶu,Exhale,271:469:703:1102,126:235:334:539:1304:1454,612:726:751:791:794:804:808:855:860:891:936:979:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1343:1373:1386:1483:1530:1574:1585:1599:1653,4,6,32,iŋitakwi
601,浮気,ja,noun,/ɯɰᵝaki/,uɶy,Flirt,52:104:125:325:365:410:422:466:848:1081:1127:1337:1412:1420,102:124:797:1200,770:830:854:899:957:1049:1053:1214:1237:1241:1305:1312:1333:1357:1446:1523:1546:1638:1651,14,4,19,tliœnati
602,빠른,ko,noun,/p͈a̠ɾɯn/,ɶum,fast,319:747:974:1124,172:520:543,623:630:733:786:906:938:1020:1055:1246:1266:1411:1569:1600,4,3,13,aoina
603,규모,ko,noun,/kjumo̞/,uo,Scale,463:1449:1498:1553,514:541:591:1478,622:659:1163:1352:1422:1425:1601:1610,4,4,8,aiada
604,可愛い,ja,noun,/kaɰᵝaii/,ɶɶyy,cute,19:25:58:140:181:208:222:242:327:359:785:796:911:1139:1380:1408:1429:1442,873:1043:1281:1356:1603,735:740:748:777:856:910:921:955:982:986:993:1038:1040:1041:1048:1052:1130:1151:1158:1242:1451:1480,18,5,22,taiɡi
605,散らす,ja,noun,/tɕiɾasɯ/,byɶu,Scatter,271:469:703:1102,126:235:334:539:1304:1454,612:726:751:791:794:804:808:855:860:891:936:979:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1343:1373:1386:1483:1530:1574:1585:1599:1653,4,6,32,un
606,生み出す,ja,noun,/ɯmidasɯ/,uyɶu,produce,271:469:703:1102,126:235:334:539:1304:1454,612:726:751:791:794:804:808:855:860:891:936:979:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1343:1373:1386:1483:1530:1574:1585:1599:1653,4,6,32,iakada
607,samaran,id,noun,/samaran/,ɶɶɶm,Squeak,282:724:798:983:1231:1503,12:984:1001:1013:1344,728:820:866:871:946:997:1036:1221:1222:1259:1261:1291:1630,6,5,13,lwau
608,biara,id,noun,/biara/,yɶɶ,monastery,57:92:99:101:198:240:293:329:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,71:78:80:234:415:445:447:802:991:1134:1212:1445:1473:1545,597:598:672:677:792:800:803:841:874:940:958:959:960:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,23,14,31,aia
609,이상,ko,noun,/isʰa̠ŋ/,yɶm,More than,765:912:1143,47:194:249:1493,631:634:746:909:932:956:1009:1014:1097:1199:1327:1566:1605,3,4,13,bobina
610,縫い,ja,noun,/nɯi/,uy,sewing,184:346:440:476:491:584:922:1167:1394:1606,168:344:499:551:563:1324:1378:1405,641:902:1164:1320:1375:1406:1438:1520:1576:1592,10,8,10,alaŋ
611,栅栏,zh-cn,noun,/ʈʂa˥˩ lan˧˥/,ɶɶm,Fence,29:56:96:139:143:196:246:295:429:457:479:522:540:542:811:1496,42:87:89:105:182:192:231:285:371:458:462:512:537:764,617:618:646:647:663:674:681:707:759:774:813:831:872:876:917:930:968:1107:1204:1273:1313:1361:1607:1624,16,14,24,kɥimi
612,ĉirkaŭ,eo,noun,/t͡ʃirkau/,yɶu,around,10:35:72:82:158:220:271:288:420:469:473:484:502:523:532:703:1102:1250,70:126:212:235:334:483:539:1304:1454,600:605:606:637:704:726:751:791:804:808:855:860:891:936:979:992:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1343:1364:1373:1386:1483:1574:1585:1599:1653,18,9,36,bəliau
613,翼,ja,noun,/tsɯbasa/,buɶɶ,Wing,1:14:63:90:227:276:307:782:837:1035:1061:1103:1318:1490:1522,28:110:405:414:435:565:1225:1303:1642,640:717:743:789:815:816:980:1046:1099:1145:1286:1290:1329:1359:1389:1435:1526:1557,15,9,18,aian
614,ぴったり,ja,noun,/pitːaɾi/,yɶy,Exactly,121:201:320:360:411:418:1074:1106:1218:1274:1447,385:434:441:719:752:989:1270:1403:1404,620:768:787:851:935:947:987:1068:1104:1125:1148:1233:1277:1288:1298:1299:1328:1388:1416:1434:1458:1488:1519:1525:1564:1615:1659,11,9,27,afi
615,menakuti,id,noun,/mənakuti/,əɶuy,scare,22:100:306:377:710:886:887:1098:1194:1217:1282,95:286:942:1381:1602,629:635:696:737:823:825:827:838:868:1071:1075:1083:1137:1152:1196:1223:1224:1249:1262:1263:1272:1297:1552:1613:1617:1649:1654:1658,11,5,28,taufa
616,마시,ko,noun,/ma̠ɕʰi/,ɶy,drinking,164:316:318:475:477:496:528:834:1113:1115:1173:1175:1529,190:392:426:498:515:558:594:1116:1253:1400,596:649:651:664:670:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1531:1567:1626:1628:1631,13,10,20,adakala
617,사탕,ko,noun,/sʰa̠tʰa̠ŋ/,ɶɶm,candy,29:56:96:143:196:215:283:295:429:474:522:811:1377:1496,42:89:182:192:285:371:512:764,611:618:646:647:674:679:707:744:759:774:813:831:872:876:917:1107:1204:1239:1273:1313:1361:1607:1624,14,8,23,amalan
618,Japan,de,noun,/ˈjaːpan/,ɶɶm,Japan,29:56:96:139:143:196:215:246:283:295:429:457:474:479:522:540:542:811:1377:1496,42:87:89:105:182:192:231:285:371:458:462:512:537:764,611:617:646:647:663:674:679:681:707:744:759:774:813:831:872:876:930:968:1107:1204:1239:1273:1361:1607:1624,20,14,25,kʁamwazi
619,鳴る,ja,noun,/naɾɯ/,ɶu,Ring,202:260:261:488:492:493:533:555:560:952:1161:1311:1397,188:206:263:279:490:495:577:927:1112:1367:1393,642:829:884:923:948:953:1030:1032:1063:1117:1171:1275:1350:1396:1399:1410:1476:1494:1534:1543:1550:1562:1582:1608:1620:1634:1647,13,11,27,a
620,nilai,id,noun,/nilai/,yɶy,score,121:360:418:1074:1106:1218:1274:1447,3:50:67:375:481:534:719:752:989:1270:1403:1404,614:669:678:711:787:851:935:947:987:1068:1104:1125:1148:1233:1247:1277:1288:1299:1325:1328:1388:1416:1458:1487:1519:1525:1564:1572:1609:1615,8,12,30,amaka
621,gaja,eo,noun,/gaia/,ɶyɶ,cheerful,88:141:253:485:716:862:1051:1300:1358:1514:1518:1570:1587,0:73:131:869:973:978:1128:1254:1497,633:650:742:756:795:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1284:1349:1472:1517:1616:1660,13,9,24,ap
622,Bruno,eo,noun,/bruno/,uo,Bruno,504:1449:1498:1553:1590,343:529:541:1478,603:659:1163:1352:1422:1425:1601:1610,5,4,8,kaɡada
623,bangun.,id,noun,/baŋun./,ɶum,Wake up.,32:357:370:374:395:421:974:1124:1453:1611,18:66:193:204:245:255:256:299:393:1111,602:733:786:906:938:1020:1055:1246:1266:1569,10,10,10,amakami
624,粗い,ja,noun,/aɾai/,ɶɶy,rough,44:46:84:86:91:93:210:226:238:252:269:298:380:503:569:761:880:937:1007:1026:1066:1216,68:128:148:157:339:416:788:1157,732:750:763:783:817:819:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1192:1207:1227:1238:1285:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,22,8,37,ai
625,nada,id,noun,/nada/,ɶɶ,tone,342:387:508:546:550:559:574:590:842,114:274:494:692:882:1432:1511,667:695:706:715:951:1060:1162:1182:1398:1421:1501:1515:1527:1533:1538:1554:1581:1589:1612:1625:1632:1648:1656,9,7,23,kataku
626,柳,ja,noun,/janagi/,ɶɶy,willow,44:46:84:86:91:93:210:226:238:252:269:298:380:503:569:761:880:937:1007:1026:1066:1216,68:128:148:157:339:416:788:1157,732:750:763:783:817:819:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1192:1207:1227:1238:1285:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,22,8,37,ka
627,滴る,ja,noun,/ɕitataɾɯ/,yɶɶu,Drop,722:780:1062:1191:1209:1268,166:738:870:1470,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,6,4,22,kajaɡi
628,チルダ,ja,noun,/tɕiɾɯda/,byuɶ,tilde,45:55:248:497:571:995:1065:1283:1551,217:908:961:1477:1614,676:690:762:773:821:1085:1205:1206:1220:1287:1402:1418:1466:1469:1484:1524,9,5,16,bai
629,丸い,ja,noun,/maɾɯi/,ɶuy,round,22:98:100:111:290:306:311:377:572:886:887:1098:1194:1217:1282,942:1381:1499:1602,615:737:823:827:838:868:1071:1075:1083:1126:1137:1152:1196:1223:1224:1249:1262:1263:1552:1613:1617:1649:1654:1658,15,4,24,asu
630,bangun,id,noun,/baŋun/,ɶum,Wake up,32:357:370:374:395:421:974:1124:1453:1611,18:66:193:204:245:255:256:299:393:1111,602:733:786:906:938:1020:1055:1246:1266:1569,10,10,10,kai
631,Titan,de,noun,/tiˈtaːn/,yɶm,titanium,31:280:765:912:1143,47:194:209:249:305:1493,609:634:746:909:932:1009:1014:1097:1199:1255:1327:1566:1605,5,6,13,ibpimatu
632,上がる,ja,noun,/agaɾɯ/,ɶɶu,Go up,722:780:1062:1191:1209:1268,166:738:870:1470,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,6,4,22,amijawu
633,마시다,ko,noun,/ma̠ɕʰida̠/,ɶyɶ,drink,253:485:716:862:1051:1300:1358:1360:1514:1587,27:39:73:131:137:195:197:225:251:272:321:538:580:869:978:1128:1254,621:650:714:742:756:795:812:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1154:1284:1349:1472:1517:1616:1627,10,17,25,asbadʒitij
634,bidang,id,noun,/bidaŋ/,yɶm,field,31:280:765:912:1143,209:305:1493,609:631:746:909:932:956:1009:1014:1199:1255:1327:1566:1605,5,3,13,koɡida
635,歌舞伎,ja,noun,/kabɯki/,ɶuy,kabuki,22:98:100:111:290:306:311:377:572:886:887:1098:1194:1217:1282,942:1381:1499:1602,615:737:823:827:838:868:1071:1075:1083:1126:1137:1152:1196:1223:1224:1249:1262:1263:1552:1613:1617:1649:1654:1658,15,4,24,svaili
636,裸,ja,adjective,/hadaka/,ɶɶɶ,naked,5:11:15:97:109:115:117:133:146:171:176:179:259:270:308:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,30:51:129:135:163:219:233:265:423:1018:1079:1623,645:653:721:727:730:745:769:843:846:859:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1189:1190:1280:1317:1334:1456:1565:1568,31,12,33,jutli
637,釣り合う,ja,noun,/tsɯɾiaɯ/,buyɶu,balance,271:469:703:1102,126:235:334:539:1304:1454,612:726:751:791:794:804:808:855:860:891:936:979:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1343:1373:1386:1483:1530:1574:1585:1599:1653,4,6,32,dipəbaiki
638,輝く,ja,noun,/kagajakɯ/,ɶɶɶu,Shine,722:780:1062:1191:1209:1268,166:738:870:1470,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,6,4,22,ibiz
639,マック,ja,noun,/makːɯ/,ɶu,Mac,202:260:261:488:492:493:533:555:560:952:1161:1311:1397,188:206:263:279:490:495:577:927:1112:1367:1393,642:829:884:923:948:953:1030:1032:1063:1117:1171:1275:1350:1396:1399:1410:1476:1494:1534:1543:1550:1562:1582:1608:1620:1634:1647,13,11,27,akuisisi
640,muara,id,noun,/muara/,uɶɶ,estuary,1:14:63:90:227:276:307:782:837:1035:1061:1103:1318:1490:1522,28:405:435:1225:1303:1642,613:687:717:729:743:776:789:816:980:1046:1099:1145:1286:1290:1329:1359:1389:1435:1526:1621,15,6,20,fobia
641,후미,ko,noun,/ɸʷumi/,uy,cove,346:440:476:584:922:1167:1394:1606,168:344:499:1324:1378:1405,610:902:1164:1320:1375:1406:1438:1520:1576,8,6,9,aia
642,마루,ko,noun,/ma̠ɾu/,ɶu,Floor,103:152:202:260:341:407:459:468:560:564:952:1161:1311:1397,188:206:279:313:490:495:577:927:1112:1367:1393,619:639:658:829:884:923:948:953:1028:1030:1032:1063:1350:1392:1396:1399:1410:1476:1494:1534:1558:1562:1582:1608:1620:1622:1634,14,11,27,as
643,조카딸,ko,noun,/t͡ɕo̞kʰa̠t͈a̠ɭ/,boɶɶ,niece,867:996:1265:1468,200:258:741:941:945:969:1293:1368:1640,686:736:760:781:809:810:814:849:894:931:1003:1022:1084:1150:1198:1257:1439,4,9,17,awŋ
644,笑う,ja,noun,/ɰᵝaɾaɯ/,ɶɶu,laugh,722:780:1062:1191:1209:1268,166:738:870:1470,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,6,4,22,abaʒu
645,대답하다,ko,noun,/tɛ̝da̠pʰa̠da̠/,œɶɶɶ,Answer,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,15,13,33,tʃokou
646,alang,id,noun,/alaŋ/,ɶɶm,Alang.,139:215:246:283:457:474:479:540:542:811:1377,87:105:231:458:462:537:764,611:617:618:647:663:674:679:681:744:759:774:813:831:872:876:917:930:968:1204:1239:1273:1313:1361:1607:1624,11,7,25,akaʒu
647,アラン,ja,noun,/aɾaɴ/,ɶɶm,Alan,29:56:96:139:143:196:215:246:283:295:429:457:474:479:522:540:542:811:1377:1496,42:87:89:105:182:192:231:285:371:458:462:512:537:764,611:617:618:646:663:679:681:707:744:759:774:813:831:872:876:917:930:968:1107:1239:1273:1313:1361:1607,20,14,24,akldiʁa
648,tanah,id,noun,/tanah/,ɶɶ,soil,342:387:508:546:550:559:574:590:842,114:274:494:692:882:1432:1511,667:695:706:715:951:1060:1162:1182:1398:1421:1501:1515:1527:1533:1538:1554:1581:1589:1612:1625:1632:1648:1656,9,7,23,basibatu
649,範囲,ja,noun,/haɴi/,ɶy,range,159:164:315:318:345:350:475:477:496:528:554:585:834:1113:1115:1173:1175:1332:1529:1595,108:262:348:392:426:438:498:558:1116:1253:1400,616:651:656:665:670:682:713:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1507:1531:1561:1567:1594:1596:1626:1631,20,11,25,ai
650,ぴかぴか,ja,noun,/pikapika/,yɶyɶ,Pika,88:141:253:716:1051:1300:1358:1360:1514:1518:1570:1587,0:27:39:73:131:137:195:197:225:251:272:321:538:580:869:973:978:1128:1254:1497,621:633:714:742:756:795:812:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1349:1472:1517:1616:1627:1660,12,20,25,anaka
651,蚂蚁,zh-cn,noun,/ma˨˩˦ i˨˩˦/,ɶy,ant,159:164:315:316:318:345:350:475:477:496:528:554:585:834:1113:1115:1175:1332:1529:1595,108:190:262:348:392:426:438:498:515:558:594:1116:1253:1400,596:616:649:656:664:665:670:682:713:892:1031:1119:1308:1322:1374:1376:1455:1507:1561:1567:1594:1596:1626:1628:1631,20,14,25,kamaninan
652,瞬く,ja,noun,/ɕibatakɯ/,yɶɶu,Blink,722:780:1062:1191:1209:1268,166:738:870:1470,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,6,4,22,bivaki
653,파파야,ko,noun,/pʰa̠pʰa̠ja̠/,ɶɶɶ,papaya,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,15,13,33,ataku
654,邪悪,ja,noun,/dʑaakɯ/,bɶɶu,evil,722:780:1062:1191:1209:1268,166:738:870:1470,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,6,4,22,apakalja
655,違う,ja,adjective,/tagaɯ/,ɶɶu,Wrong,722:780:1062:1191:1209:1268,166:738:870:1470,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,6,4,22,atu
656,마비,ko,noun,/ma̠bi/,ɶy,paralysis,164:316:318:475:477:496:528:834:1113:1115:1173:1175:1529,190:392:426:498:515:558:594:1116:1253:1400,596:649:651:664:670:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1531:1567:1626:1628:1631,13,10,20,fumaʒi
657,モットー,ja,noun,/motːoː/,oo,motto,37:322:323:432:449:566:586:587:754:1059:1502,161:273:333:428:437:446:516:895,1160:1169:1310:1335:1339:1346:1387:1450:1535:1577:1629,11,8,11,ifa
658,マフ,ja,noun,/maɸɯ/,ɶu,muff,202:260:261:488:492:493:533:555:560:952:1161:1311:1397,188:206:263:279:490:495:577:927:1112:1367:1393,642:829:884:923:948:953:1030:1032:1063:1117:1171:1275:1350:1396:1399:1410:1476:1494:1534:1543:1550:1562:1582:1608:1620:1634:1647,13,11,27,bip
659,スノー,ja,noun,/sɯnoː/,uo,snow,463:504:1449:1498:1553:1590,343:514:529:591:1478,603:622:1352:1422:1425:1601:1610,6,5,7,abataʒ
660,kebanyakan,id,noun,/kəbaɲakan/,əɶɶɶm,Mostly,282:724:798:983:1231:1503,12:984:1001:1013:1344,728:820:866:871:946:997:1036:1221:1222:1259:1261:1291:1630,6,5,13,kaɡana
661,serigala,id,noun,/sərigala/,əyɶɶ,wolf,57:92:99:101:198:240:293:329:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,71:78:80:234:415:445:447:802:991:1134:1212:1445:1473:1545,597:598:672:677:792:800:803:841:874:940:958:959:960:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,23,14,31,pai
662,dukun,id,noun,/dukun/,uum,Dukun,144:211:237:379:877:1362,53:367:368:507:720,683:771:918:970:994:1080:1248:1354,6,5,8,ʃibak
663,파란,ko,noun,/pʰa̠ɾa̠n/,ɶɶm,blue,29:56:96:143:196:215:283:295:429:474:522:811:1377:1496,42:89:182:192:285:371:512:764,611:618:646:647:674:679:707:744:759:774:813:831:872:876:917:1107:1204:1239:1273:1313:1361:1607:1624,14,8,23,anaiza
664,マリー,ja,noun,/maɾiː/,ɶy,Marie,159:164:315:318:345:350:475:477:496:528:554:585:834:1113:1115:1173:1175:1332:1529:1595,108:262:348:392:426:438:498:558:1116:1253:1400,616:651:656:665:670:682:713:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1507:1531:1561:1567:1594:1596:1626:1631,20,11,25,asia
665,마리,ko,noun,/ma̠ɾi/,ɶy,Mari,164:316:318:475:477:496:528:834:1113:1115:1173:1175:1529,190:392:426:498:515:558:594:1116:1253:1400,596:649:651:664:670:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1531:1567:1626:1628:1631,13,10,20,biaŋ
666,囁く,ja,noun,/sasajakɯ/,ɶɶɶu,whisper,722:780:1062:1191:1209:1268,166:738:870:1470,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,6,4,22,aui
667,納屋,ja,noun,/naja/,ɶɶ,barn,150:342:386:387:406:508:513:546:550:556:559:574:576:579:590:842,114:154:205:274:314:452:494:525:536:549:570:692:882:1432:1511,625:648:715:889:951:1060:1162:1182:1421:1501:1515:1527:1533:1554:1581:1632:1648:1656,16,15,18,ataj
668,鎖,ja,noun,/kɯsaɾi/,uɶy,chain,52:104:125:325:365:410:422:466:848:1081:1127:1337:1412:1420,102:124:797:1200,770:830:854:899:957:1049:1053:1214:1237:1241:1305:1312:1333:1357:1446:1523:1546:1638:1651,14,4,19,diafana
669,ハイファイ,ja,noun,/haiɸai/,ɶyɶy,Hyphilly,121:201:320:360:411:418:1074:1106:1218:1274:1447,385:434:441:719:752:989:1270:1403:1404,620:768:787:851:935:947:987:1068:1104:1125:1148:1233:1277:1288:1298:1299:1328:1388:1416:1434:1458:1488:1519:1525:1564:1615:1659,11,9,27,bifa
670,mahir,id,noun,/mahir/,ɶy,Majiry.,159:164:315:316:318:345:350:477:496:554:585:834:1113:1115:1173:1175:1332:1529:1595,108:190:262:348:438:515:594:1116:1253,596:616:649:651:656:664:665:682:713:898:1031:1119:1166:1308:1322:1374:1376:1507:1531:1561:1567:1594:1596:1626:1628,19,9,25,knini
