,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective,word_ch,word_id
492,書く,ja,verb,/kakɯ/,ɶu,write,178:230:231:429:433:434:466:485:490:790:932,561:706:745:791:866:904:940:1017:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:431:435:504:773:1078:1097,写,menulis
493,utama,id,adjective,/utama/,uɶɶ,main,0:11:55:82:198:246:275:671:711:896:1047:1184,535:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1255,24:357:384:975:1271,主要的,utama
494,Korvo,eo,verb,/korvo/,oo,Crow,289:381:651:1169,575:1040:1063:1092:1134:1261,140:243:298:393:451,乌鸦,Gagak
495,아프리카,ko,verb,/a̠pʰɯɾikʰa̠/,ɶuyɶ,Africa,328:700:1121:1123:1140,602:620:642:732:744:822:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:413:516:953:1284,非洲,Afrika
496,logi,eo,verb,/logi/,oy,To log,132:147:164:345:480:507:772:845:979:998,743:758:771:938:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:163:234:380:388:463:487:1178,日志,Untuk masuk
497,까마귀,ko,verb,/k͈a̠ma̠ɡɥi/,ɶɶy,Crow,40:76:78:83:85:184:197:208:222:239:266:337:441:443:656:781:826:839:841:869,521:545:547:637:650:672:698:726:800:832:899:909:914:923:948:952:964:977:987:1056:1168:1172:1199:1200:1238,14:30:60:113:135:137:214:220:297:315:319:356:367:476:676,乌鸦,Gagak
498,darah,id,adjective,/darah/,ɶɶ,blood,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,血液,darah
499,미루다,ko,verb,/miɾuda̠/,yuɶ,Postpone,218:868:1023,549:657:699:884:946:963:971:1103:1144:1160:1185:1272,152:189:796:1250,推迟,Menunda
500,menaburi,id,verb,/mənaburi/,əɶuy,strew,18:91:274:335:622:747:748:892:954:968:1022,550:608:701:703:705:712:734:873:876:882:917:928:956:974:996:1005:1006:1014:1249:1252:1276:1281:1285,87:256:783:1241,肸,menaburi
501,하하,ko,verb,/ha̠ɦa̠/,ɶɶ,haha,133:341:358:448:486:503:505:715,546:566:584:607:618:749:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1275,136:180:244:281:396:459:469:481:498:1122:1176,哈哈,ha ha
502,dika,eo,adjective,/dika/,yɶ,thick,343:391:453:464:984,754:1050:1157:1196:1220:1277,141:314:385:508:1135:1216,厚的,tebal
503,nada,id,verb,/nada/,ɶɶ,tone,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,语气,nada
504,baru,id,adjective,/baru/,ɶu,new,93:134:178:231:305:359:403:411:429:433:434:466:485:492:790:932,541:559:561:576:791:842:866:904:940:1017:1096:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,233:280:773:1078:1097,新的,baru
505,akar,id,verb,/akar/,ɶɶ,root,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,根,akar
506,alia,eo,adjective,/alia/,ɶyɶ,another,80:126:223:426:730:858:1072:1179:1181:1227,554:568:644:653:680:778:804:807:831:833:886:889:890:915:929:1149:1286,65:116:735:801,其他,lain
507,보시,ko,verb,/po̞ɕʰi/,oy,See,311:479:496:759:772:845:979:998:1192:1207,617:743:758:771:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:338:1178,看,Lihat
508,liar,id,adjective,/liar/,yɶ,wild,343:391:464:984,611:754:1157:1196:1220:1277,141:385:502:978:1135:1216,荒野,liar
509,saringan,id,verb,/sariŋan/,ɶyɶm,filter,825:976:1048:1171,729:878:965:985:989:1081:1115:1139,636:1020:1067:1075,筛选,saringan
510,가시,ko,verb,/ka̠ɕʰi/,ɶy,Thorn,143:283:284:417:419:436:461:708:902:941:942:1189,518:567:569:581:751:756:844:906:936:1038:1051:1191:1212:1258:1260,166:450:488:517:903:999:1101,刺,Duri
511,dorno,eo,verb,/dorno/,oo,Thorn,289:381:651:1169,575:1040:1063:1092:1134:1261,140:243:298:393:451,刺,Duri
512,korvo,eo,verb,/korvo/,oo,Crow,289:381:651:1169,575:1040:1063:1092:1134:1261,140:243:298:393:451,乌鸦,Gagak
513,시합,ko,verb,/ɕʰiɦa̠p̚/,yɶb,match,36:53:75,654:689:774:925:992:1119:1164,227:268:347:420:652:1114:1223,比赛,pertandingan
514,알다,ko,verb,/a̠ɭda̠/,ɶɶ,know,133:341:358:448:486:503:505:715,546:566:584:607:618:749:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1275,136:180:244:281:396:459:469:481:498:1122:1176,知道,tahu
515,pugo,eo,adjective,/pugo/,uo,butt,442:1133:1202:1230,525:577:933:1068:1117:1118:1240:1246,307:462:473:1155,屁股,pantat
516,manusia,id,adjective,/manusia/,ɶuyɶ,human,20:67:119:200:300:324:328:364:410:495:700:1121:1123:1140,602:620:642:722:732:744:822:827:829:881:907:955:983:1002:1077:1111:1158:1175:1231,108:271:349:413:1284,人类,manusia
517,ハッピー,ja,adjective,/hapːiː/,ɶy,Happy,139:143:282:284:309:313:417:419:436:461:484:510:708:902:941:942:1058:1189:1235,538:569:574:582:597:625:751:756:844:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1258,96:232:312:387:488:903:999:1101,快乐的,Senang
518,末期,ja,noun,/makːi/,ɶy,Last stage,139:143:282:284:309:313:417:419:436:461:484:510:708:902:941:942:1058:1189:1235,538:569:574:582:597:625:751:756:844:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1258,96:232:312:387:488:903:999:1101,末期,Panggung terakhir
519,菱形,ja,noun,/çiɕigata/,yyɶɶ,Rhombus,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,530:579:587:588:592:685:794:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:966:1150,菱形,Belah ketupat
520,脇腹,ja,noun,/ɰᵝakibaɾa/,ɶyɶɶ,flank,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,530:579:587:588:592:685:794:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:966:1150,侧翼,mengapit
521,曲がり,ja,noun,/magaɾi/,ɶɶy,Bend,40:76:78:83:85:184:197:208:222:239:266:337:441:497:656:781:826:841:869,637:650:658:672:698:746:766:800:832:843:899:909:914:923:945:952:964:977:987:1168:1172:1199:1200:1204:1238,60:113:131:137:367:676,弯曲,Tikungan
522,吐き出す,ja,noun,/hakidasɯ/,ɶyɶu,Exhale,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,呼气,Menghembuskan
523,浮気,ja,noun,/ɯɰᵝaki/,uɶy,Flirt,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,707:723:793:856:967:986:990:1036:1041:1059:1071:1198:1268:1278,109:682:960,调情,Main mata
524,빠른,ko,noun,/p͈a̠ɾɯn/,ɶum,fast,285:802:910,551:638:675:761:782:836:860:1009:1214,150:454:475,快速地,cepat
525,규모,ko,noun,/kjumo̞/,uo,Scale,406:1133:1202,544:577:933:1068:1117:1118:1240:1246,449:473:515:1155,规模,Skala
526,可愛い,ja,noun,/kaɰᵝaii/,ɶɶyy,cute,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,640:667:763:808:811:816:849:850:855:859:927:931:991:1156,739:852:1021:1070:1242,可爱的,imut
527,散らす,ja,noun,/tɕiɾasɯ/,byɶu,Scatter,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,分散,Menyebarkan
528,生み出す,ja,noun,/ɯmidasɯ/,uyɶu,produce,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,生产,menghasilkan
529,samaran,id,noun,/samaran/,ɶɶɶm,Squeak,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,吱,samaran
530,biara,id,noun,/biara/,yɶɶ,monastery,49:84:90:92:174:210:262:294:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:587:592:685:714:794:795:924:949:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:205:366:392:394:687:814:966:1131:1150,修道院,biara
531,이상,ko,noun,/isʰa̠ŋ/,yɶm,More than,660:765:922,552:555:648:762:777:792:828:959:1211,41:170:219:1165,多于,Lebih dari
532,縫い,ja,noun,/nɯi/,uy,sewing,162:310:389:418:432:770:937:1098:1244,934:1049:1085:1107:1127:1183:1219:1232,146:308:438:483:491:1053:1106,缝纫,jahit
533,栅栏,zh-cn,noun,/ʈʂa˥˩ lan˧˥/,ɶɶm,Fence,25:48:124:128:172:216:264:378:401:421:456:472:474:1166,539:540:565:580:589:596:619:664:694:738:741:768:775:798:962:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,栅栏,Pagar
534,ĉirkaŭ,eo,noun,/t͡ʃirkau/,yɶu,around,7:31:64:74:138:192:241:258:371:415:425:440:457:465:615:895:997,522:527:528:557:616:724:728:750:805:815:819:824:847:861:908:961:1084:1159:1217:1225:1239:1280,62:111:185:206:299:424,大约,sekitar
535,翼,ja,noun,/tsɯbasa/,buɶɶ,Wing,0:11:55:82:198:246:275:671:711:896:1047:1184,560:628:645:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1206,24:98:357:365:384:493:975:1271,翅膀,Sayap
536,ぴったり,ja,noun,/pitːaɾi/,yɶy,Exactly,106:177:286:321:362:369:875:898:969:1016:1132,542:662:721:780:788:812:871:897:911:982:1018:1026:1093:1124:1138:1163:1182:1186:1251,340:383:390:629:813:1012:1104:1105,确切地,Persis
537,menakuti,id,noun,/mənakuti/,əɶuy,scare,18:91:274:335:622:747:748:892:954:968:1022,550:608:701:703:705:712:734:873:876:882:917:928:956:974:996:1005:1006:1014:1249:1252:1276:1281:1285,87:256:783:1241,吓,menakuti
538,마시,ko,noun,/ma̠ɕʰi/,ɶy,drinking,143:283:284:417:419:436:461:708:902:941:942:1189,518:567:569:581:751:756:844:906:936:1038:1051:1191:1212:1258:1260,166:450:488:517:903:999:1101,喝,Minum
539,사탕,ko,noun,/sʰa̠tʰa̠ŋ/,ɶɶm,candy,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,糖果,Permen
540,Japan,de,noun,/ˈjaːpan/,ɶɶm,Japan,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:565:580:589:594:596:619:646:664:694:738:741:775:798:962:988:1015:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,日本,Jepang
541,鳴る,ja,noun,/naɾɯ/,ɶu,Ring,178:230:231:429:433:434:466:485:490:790:932,561:706:745:791:866:904:940:1017:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:431:435:504:773:1078:1097,戒指,Cincin
542,nilai,id,noun,/nilai/,yɶy,score,106:321:369:875:898:969:1016:1132,536:593:623:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1138:1162:1182:1186:1215:1251,1:43:59:333:422:467:629:813:1012:1104:1105,分数,nilai
543,gaja,eo,noun,/gaia/,ɶyɶ,cheerful,80:126:223:426:730:858:1072:1179:1181:1227,554:568:644:653:680:778:804:807:831:833:886:889:890:915:929:1149:1286,65:116:735:801,快乐,riang
544,Bruno,eo,noun,/bruno/,uo,Bruno,442:1133:1202:1230,525:577:933:1068:1117:1118:1240:1246,307:462:473:1155,布鲁诺,Bruno.
545,粗い,ja,noun,/aɾai/,ɶɶy,rough,40:76:78:83:85:184:197:208:222:239:266:337:441:497:656:781:826:841:869,637:650:658:672:698:746:766:800:832:843:899:909:914:923:945:952:964:977:987:1168:1172:1199:1200:1204:1238,60:113:131:137:367:676,粗糙的,kasar
546,nada,id,noun,/nada/,ɶɶ,tone,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,语气,nada
547,柳,ja,noun,/janagi/,ɶɶy,willow,40:76:78:83:85:184:197:208:222:239:266:337:441:497:656:781:826:841:869,637:650:658:672:698:746:766:800:832:843:899:909:914:923:945:952:964:977:987:1168:1172:1199:1200:1204:1238,60:113:131:137:367:676,柳,willow
548,滴る,ja,noun,/ɕitataɾɯ/,yɶɶu,Drop,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,降低,Penurunan
549,チルダ,ja,noun,/tɕiɾɯda/,byuɶ,tilde,39:47:218:437:499:868:1023,591:603:657:699:884:963:971:1025:1103:1144:1160:1185,189:796:1154:1250,折叠,tilde.
550,丸い,ja,noun,/maɾɯi/,ɶuy,round,18:89:91:99:259:274:279:335:500:747:748:892:954:968:1022,537:701:705:712:734:873:876:882:912:917:928:956:974:996:1005:1006:1249:1252:1276:1281:1285,783:1167:1241,圆形的,bulat
551,bangun,id,noun,/baŋun/,ɶum,Wake up,28:318:329:332:348:372:802:910:1136:1247,524:638:675:761:782:836:860:1009:1214,58:169:179:215:225:226:267:346:901,醒来,bangun
552,Titan,de,noun,/tiˈtaːn/,yɶm,titanium,27:250:660:765:922,531:555:648:762:777:828:959:1211,41:170:183:219:273:1165,钛,titanium.
553,上がる,ja,noun,/agaɾɯ/,ɶɶu,Go up,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,上,Naik
554,마시다,ko,noun,/ma̠ɕʰida̠/,ɶyɶ,drink,223:426:730:858:1072:1074:1179:1227,543:568:626:644:653:680:693:778:804:807:831:833:886:889:890:915:929:1149:1259,23:35:65:116:122:171:173:196:221:242:287:471:506:735,喝,minum
555,bidang,id,noun,/bidaŋ/,yɶm,field,27:250:660:765:922,531:552:648:762:777:792:828:959:1211,183:273:1165,场地,bidang
556,裸,ja,adjective,/hadaka/,ɶɶɶ,naked,2:8:12:88:97:101:102:118:130:149:154:157:229:240:276:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:633:647:716:727:731:742:755:760:779:830:834:837:840:874:885:887:894:950:1046:1060:1137:1210:1213,26:44:114:120:142:191:204:235:374:835,裸,telanjang
557,釣り合う,ja,noun,/tsɯɾiaɯ/,buyɶu,balance,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,平衡,keseimbangan
558,輝く,ja,noun,/kagajakɯ/,ɶɶɶu,Shine,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,闪耀,Bersinar
559,マック,ja,noun,/makːɯ/,ɶu,Mac,178:230:231:429:433:434:466:485:490:790:932,561:706:745:791:866:904:940:1017:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:431:435:504:773:1078:1097,苹果电脑,Mac
560,muara,id,noun,/muara/,uɶɶ,estuary,0:11:55:82:198:246:275:671:711:896:1047:1184,535:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1255,24:357:384:975:1271,河口,muara
561,마루,ko,noun,/ma̠ɾu/,ɶu,Floor,93:134:178:230:305:359:403:411:490:492:790:932,541:559:576:706:745:791:842:866:1096:1100:1109:1153:1193:1209:1222:1245:1265,165:181:249:280:431:435:504:773:1078:1097,地面,Lantai
562,조카딸,ko,noun,/t͡ɕo̞kʰa̠t͈a̠ɭ/,boɶɶ,niece,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,侄女,keponakan
563,笑う,ja,noun,/ɰᵝaɾaɯ/,ɶɶu,laugh,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,笑,tertawa
564,대답하다,ko,noun,/tɛ̝da̠pʰa̠da̠/,œɶɶɶ,Answer,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,回答,Menjawab
565,アラン,ja,noun,/aɾaɴ/,ɶɶm,Alan,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:540:580:594:596:619:646:664:694:738:741:768:775:798:988:1015:1042,37:79:81:95:160:168:202:255:330:402:405:447:470:659,艾伦,Alan
566,tanah,id,noun,/tanah/,ɶɶ,soil,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,土壤,tanah
567,範囲,ja,noun,/haɴi/,ɶy,range,139:143:282:284:309:313:417:419:436:461:484:510:708:902:941:942:1058:1189:1235,538:569:574:582:597:625:751:756:844:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1258,96:232:312:387:488:903:999:1101,范围,jarak
568,ぴかぴか,ja,noun,/pikapika/,yɶyɶ,Pika,80:126:223:858:1072:1074:1179:1181:1227,543:554:626:644:653:680:693:804:807:831:833:886:889:890:915:929:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:735:801,佩卡,Pika.
569,蚂蚁,zh-cn,noun,/ma˨˩˦ i˨˩˦/,ɶy,ant,139:143:282:283:284:309:313:417:419:436:461:484:510:708:902:942:1058:1189:1235,518:538:567:574:581:582:597:625:751:844:906:1038:1051:1173:1208:1212:1234:1236:1258:1260,96:166:232:312:387:450:488:517:903:999:1101,蚂蚁,semut
570,瞬く,ja,noun,/ɕibatakɯ/,yɶɶu,Blink,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,眨,Berkedip
571,파파야,ko,noun,/pʰa̠pʰa̠ja̠/,ɶɶɶ,papaya,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,木瓜,pepaya
572,邪悪,ja,noun,/dʑaakɯ/,bɶɶu,evil,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,邪恶的,jahat
573,違う,ja,adjective,/tagaɯ/,ɶɶu,Wrong,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,错误的,Salah
574,마비,ko,noun,/ma̠bi/,ɶy,paralysis,143:283:284:417:419:436:461:708:902:941:942:1189,518:567:569:581:751:756:844:906:936:1038:1051:1191:1212:1258:1260,166:450:488:517:903:999:1101,麻痹,kelumpuhan
575,モットー,ja,noun,/motːoː/,oo,motto,33:288:289:381:395:494:511:512:651:1169,1040:1063:1092:1134:1261,140:243:298:377:386:393:451:753,座右铭,motto
576,マフ,ja,noun,/maɸɯ/,ɶu,muff,178:230:231:429:433:434:466:485:490:790:932,561:706:745:791:866:904:940:1017:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:431:435:504:773:1078:1097,笨蛋,sarung tangan bulu
577,スノー,ja,noun,/sɯnoː/,uo,snow,406:442:1133:1202:1230,525:544:1068:1117:1118:1240:1246,307:449:462:515:1155,雪,salju
578,kebanyakan,id,noun,/kəbaɲakan/,əɶɶɶm,Mostly,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,大多,kebanyakan
579,serigala,id,noun,/sərigala/,əyɶɶ,wolf,49:84:90:92:174:210:262:294:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:587:592:685:714:794:795:924:949:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:205:366:392:394:687:814:966:1131:1150,狼,serigala
580,파란,ko,noun,/pʰa̠ɾa̠n/,ɶɶm,blue,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,蓝色的,biru
581,マリー,ja,noun,/maɾiː/,ɶy,Marie,139:143:282:284:309:313:417:419:436:461:484:510:708:902:941:942:1058:1189:1235,538:569:574:582:597:625:751:756:844:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1258,96:232:312:387:488:903:999:1101,玛丽,Marie.
582,마리,ko,noun,/ma̠ɾi/,ɶy,Mari,143:283:284:417:419:436:461:708:902:941:942:1189,518:567:569:581:751:756:844:906:936:1038:1051:1191:1212:1258:1260,166:450:488:517:903:999:1101,玛丽,Mari
583,囁く,ja,noun,/sasajakɯ/,ɶɶɶu,whisper,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,耳语,bisikan
584,納屋,ja,noun,/naja/,ɶɶ,barn,133:306:341:342:358:445:448:478:482:486:489:501:503:505:514:715,546:566:627:749:789:864:1180:1188:1203:1221:1263:1275:1283,100:136:180:244:281:396:459:469:481:498:604:1122:1176,谷仓,lumbung
585,鎖,ja,noun,/kɯsaɾi/,uɶy,chain,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,707:723:793:856:967:986:990:1036:1041:1059:1071:1198:1268:1278,109:682:960,链,rantai
586,돌리다,ko,noun,/to̞ɭʎida̠/,oyɶ,turn,957:1037:1113,605:673:688:769:820:857:870:994:1011:1083:1151:1264:1273,56:156:203:236:257:295:375:407:663:784:1027:1141,转动,belok
587,부식하다,ko,noun,/puɕʰikʰa̠da̠/,uyɶɶ,Corrode,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,腐蚀,Merusak
588,sandiwara,id,noun,/sandiwara/,ɶmyɶɶ,Stiffs,49:84:90:92:174:210:262:294:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:587:592:685:714:794:795:924:949:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:205:366:392:394:687:814:966:1131:1150,僵硬,sandiwara
589,バラン,ja,noun,/baɾaɴ/,ɶɶm,Balun,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:540:580:594:596:619:646:664:694:738:741:768:775:798:988:1015:1042,37:79:81:95:160:168:202:255:330:402:405:447:470:659,宝龙,Balun.
590,カラス,ja,noun,/kaɾasɯ/,ɶɶu,Crow,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,乌鸦,Gagak
591,미루다,ko,noun,/miɾuda̠/,yuɶ,Postpone,218:868:1023,549:657:699:884:946:963:971:1103:1144:1160:1185:1272,152:189:796:1250,推迟,Menunda
592,lojala,eo,noun,/loiala/,oyɶɶ,loyal,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:685:714:794:795:867:879:924:949:993:1000:1035:1057:1061:1091:1130:1143:1267,63:73:205:394:687:814:1131:1150,忠诚,setia
593,嘴,ja,noun,/kɯtɕibaɕi/,ubyɶy,beak,106:177:286:321:362:369:875:898:969:1016:1132,542:662:721:780:788:812:871:897:911:982:1018:1026:1093:1124:1138:1163:1182:1186:1251,340:383:390:629:813:1012:1104:1105,喙,paruh
594,划船,zh-cn,noun,/xwa˧˥ ʈʂʰwan˧˥/,ɶɶm,boating,25:48:124:128:172:216:264:378:401:421:456:472:474:1166,539:540:565:580:589:596:619:664:694:738:741:768:775:798:962:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,划船,berperahu
595,胴体,ja,noun,/doɯtai/,ouɶy,body,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,707:723:793:856:967:986:990:1036:1041:1059:1071:1198:1268:1278,109:682:960,身体,tubuh
596,아담,ko,noun,/a̠da̠m/,ɶɶm,Adam,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,亚当,Adam.
597,마일,ko,noun,/ma̠iɭ/,ɶy,mile,143:283:284:417:419:436:461:708:902:941:942:1189,518:567:569:581:751:756:844:906:936:1038:1051:1191:1212:1258:1260,166:450:488:517:903:999:1101,英里,mil
